word;etymology;related
konjenital;"<p> <b>Fransızca </b> <i>congénital</i> ""doğuştan gelen"" sözcüğünden alıntıdır. Fransızca sözcük <b>Geç Latince</b> <i>congenitus</i> ""birlikte doğmuş"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bal%C2%B0"">+al°</a> ekiyle türetilmiştir. Bu sözcük <b>Latince</b> <i>genere</i> ""doğmak"" fiilinin geçmiş zaman fiil-sıfatııdır. </p>";
şandel;"<p> <b>Fransızca </b> <i>chandelle</i> ""1. mum, havai fişek, 2. oyunda topu dikey olarak havalandırma"" sözcüğünden alıntıdır. Fransızca sözcük <b>Geç Latince</b> <i>candella</i> ""mum"" sözcüğünden evrilmiştir. Bu sözcük <b>Latince</b> <i>candere</i> ""yanmak, akkor olmak"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bell%C2%B0"">+ell°</a> ekiyle türetilmiştir.</p>";
aforoz;"<p> <b>Orta Yunanca</b> <i>aforismós</i> αφορισμός <span style=""visibility:hidden;font-size:0px"">z</span> ""kilise tarafından komünyondan mahrum edilme cezası"" sözcüğünden alıntıdır. Yunanca sözcük <b>Eski Yunanca</b> <i>aphorízō</i> αφορίζω <span style=""visibility:hidden;font-size:0px"">z</span> ""sınırdışı etmek, sürgün etmek"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bism%C2%B0"">+ism°</a> ekiyle türetilmiştir. Bu sözcük <b>Eski Yunanca</b> <i>ʰóros</i> ὅρος <span style=""visibility:hidden;font-size:0px"">z</span> ""sınır"" sözcüğünün isimden türetilmiş fiilidir. </p>";
iktiran;"<p> <b>Arapça</b> <i>ḳrn</i> kökünden gelen <i>iḳtirān</i> إقتران <span style=""visibility:hidden;font-size:0px"">z</span> ""eşleşme, çift koşulma, beraber olma"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ḳarana</i> قَرَنَ <span style=""visibility:hidden;font-size:0px"">z</span> ""eşleştirdi, çift koştu"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=ifti%CB%81%C4%81l"">iftiˁāl</a> vezninde (VIII) masdarıdır. </p>";
kafeterya;"<p> <b>İngilizce </b> <i>cafeteria</i> ""kahvehane, ayaküstü yemek yenen yer"" sözcüğünden alıntıdır. İngilizce sözcük <b>İspanyolca </b> <i>cafeteria</i> ""kahve dükkânı"" sözcüğünden alıntıdır. Bu sözcük <b>İspanyolca </b> <i>café</i> ""kahve"" sözcüğünden türetilmiştir. İspanyolca sözcük <b>Türkiye Türkçesi</b> <i>kahve</i> sözcüğünden alıntıdır. </p>";
büğrü;"<p> <b>Eski Türkçe</b> <i>bükri</i> ""bükülmüş, eğri"" sözcüğünden evrilmiştir. Eski Türkçe sözcük <b>Eski Türkçe</b> yazılı örneği bulunmayan <i>*bük-</i> ""bükmek"" fiilinden türetilmiştir. </p>";
yöre;"<p> <b>Oğuzca</b> <i>yöre</i> ""çevre, muhit"" sözcüğünden evrilmiştir. Oğuzca sözcük <b>Eski Türkçe</b> <i>yörüg</i> ""açıklama, yorum"" sözcüğü ile eş kökenlidir. Bu sözcük <b>Eski Türkçe</b> <i>yör-</i> ""yorumlamak, tabir etmek"" fiilinden Eski Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=e&amp;ww=%2BA"">+A</a> ekiyle türetilmiştir.</p>";
arif;"<p> <b>Arapça</b> <i>ˁrf</i> kökünden gelen <i>ˁārif</i> عارف <span style=""visibility:hidden;font-size:0px"">z</span> ""bilen, usta, tecrübeli kimse"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ˁarafa</i> عَرَفَ <span style=""visibility:hidden;font-size:0px"">z</span> ""bildi"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=f%C4%81%CB%81il"">fāˁil</a> vezninde etken fiil sıfatııdır. </p>";
yuvalama;"<p> <b>Türkiye Türkçesi</b> <i>yuvala-</i> ""ufalamak, yuvarlamak"" fiilinden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BmA"">+mA</a> ekiyle türetilmiştir.</p>";
kuple;"<p> <b>Fransızca </b> <i>couplet</i> ""çift olan her şey, iki mısradan oluşan beyit"" sözcüğünden alıntıdır. Fransızca sözcük <b>Fransızca </b> <i>couple</i> ""çift, koşuk"" sözcüğünün küçültme halidir. Bu sözcük <b>Latince</b> <i>copula</i> ""bağ, bağlantı, koşma"" sözcüğünden türetilmiştir. Latince sözcük <b>Latince</b> yazılı örneği bulunmayan <i>*co-apula</i> sözcüğünden türetilmiştir. (Kaynak: <u><span style=""cursor:pointer"" title=""Paris 1951"">Ernout &amp; Meillet, Dict. etym. de la langue latine sf.</span> 141</u>) Latince sözcük <b>Latince</b> <i>apiō, apt-</i> ""bağlamak, iliştirmek"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=p&amp;ww=con%2B"">con+</a> önekiyle türetilmiştir.</p>";
arterioskleroz;"<p> <b>Fransızca </b> <i>artériosclérose</i> ""damar sertleşmesi"" sözcüğünden alıntıdır. Fransızca sözcük <b>Eski Yunanca</b> <i>artēría</i> αρτηρία <span style=""visibility:hidden;font-size:0px"">z</span> ""atardamar"" ve <b>Eski Yunanca</b> <i>sklērósis</i> σκληρόςις <span style=""visibility:hidden;font-size:0px"">z</span> ""sertleşme"" sözcüklerinin bileşiğidir. </p>";
kavur|mak;"<p> <b>Eski Türkçe</b> <i>kaġur-</i> ""kızartmak, ateşte ısıtmak"" fiilinden evrilmiştir. </p>";
top;"<p> <b>İngilizce </b> <i>top</i> ""1. (ad) tepe, doruk, üst, 2. (sıfat) en yüksek, üstün"" sözcüğünden alıntıdır. İngilizce sözcük <b>Germence</b> aynı anlama gelen yazılı örneği bulunmayan <i>*toppaz</i> biçiminden evrilmiştir. </p>";
tuğgeneral;<p> <b>Yeni Türkçe</b> <i>tugay</i> ve <b>Türkiye Türkçesi</b> <i>general</i> sözcüklerinin bileşiğidir. </p>;
şer;"<p> <b>Arapça</b> <i>şrr</i> kökünden gelen <i>şarr</i> شرّ <span style=""visibility:hidden;font-size:0px"">z</span> ""kötülük"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>şarra</i> شرّ <span style=""visibility:hidden;font-size:0px"">z</span> ""kötülük etti"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81l"">faˁl</a> vezninde masdarıdır. </p>";
ilahiyat;"<p> <b>Arapça</b> <i>ilāhī</i> ""tanrıya dair"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2B%C4%81t"">+āt</a> ekiyle türetilmiştir.</p>";
alkali;"<p> <b>Fransızca ve İngilizce </b> <i>alkali</i> ""bir kimya terimi"" sözcüğünden alıntıdır. Fransızca sözcük <b>Arapça</b> <i>ḳlw</i> kökünden gelen <i>al-ḳalī</i> القلى <span style=""visibility:hidden;font-size:0px"">z</span> ""kostik soda, sodyum hidroksit"" sözcüğünden alıntıdır. Bu sözcük <b>Arapça</b> <i>ḳalā</i> قلا <span style=""visibility:hidden;font-size:0px"">z</span> ""yaktı, kızarttı"" fiilinden türetilmiştir. </p>";
şayet;"<p> <b>Farsça</b> <i>şāyad</i> شايد <span style=""visibility:hidden;font-size:0px"">z</span> ""uygundur, olur, ola"" sözcüğünden alıntıdır. Farsça sözcük <b>Farsça</b> <i>şāyistan, şāy-</i> شايستن, شاى <span style=""visibility:hidden;font-size:0px"">z</span> ""mümkün olmak, uymak"" fiilinden türetilmiştir. </p>";
diss;"<p> <b>İngilizce </b> <i>diss</i> ""rap müziğinde yergi"" sözcüğünden alıntıdır. İngilizce sözcük <b>İngilizce </b> <i>disrespect</i> ""saygısızlık"" sözcüğünden türetilmiştir. </p>";
gıyap;"<p> <b>Arapça</b> <i>ġyb</i> kökünden gelen <i>ġiyāb</i> غياب <span style=""visibility:hidden;font-size:0px"">z</span> ""kayıp olma, hazır olmama, yokluk"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ġāba</i> غَابَ <span style=""visibility:hidden;font-size:0px"">z</span> ""yok idi, kayıp idi, kayboldu"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fi%CB%81%C4%81l"">fiˁāl</a> vezninde masdarıdır. </p>";
klor;"<p> <b>Fransızca </b> <i>chlore</i> ""açık yeşil renkli bir gaz"" sözcüğünden alıntıdır. Fransızca sözcük <b>İngilizce </b> <i>chlorine</i> sözcüğünden alıntıdır. (İlk kullanımı: <u>1810 Humphrey Davy, İng. kimyacı</u>) Bu sözcük <b>Eski Yunanca</b> <i>χlōrós</i> χλωρός <span style=""visibility:hidden;font-size:0px"">z</span> ""1. altın sarısı [esk.], 2. açık yeşil, fıstıki"" sözcüğünden türetilmiştir. Yunanca sözcük <b>Hintavrupa Anadilinde</b> yazılı örneği bulunmayan <i>*ghlō-ro-</i> ""sarı, altın"" biçiminden evrilmiştir. Bu biçim <b>Hintavrupa Anadilinde</b> yazılı örneği bulunmayan <i>*ghel-<sup>2</sup></i> ""parlamak"" kökünden türetilmiştir. </p>";
kat|mak;"<p> <b>Eski Türkçe</b> <i>kat-</i> ""1. eklemek, karıştırmak [geçişli fiil], 2. katılaşmak [geçişsiz fiil]"" fiilinden evrilmiştir. Eski Türkçe fiil <b>Eski Türkçe</b> <i>ka-</i> ""koymak"" fiilinden Eski Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=e&amp;ww=%2BIt-"">+It-</a> ekiyle türetilmiştir.</p>";
zaptiye;"<p> <b>Arapça</b> <i>ḍabṭ</i> ضبط <span style=""visibility:hidden;font-size:0px"">z</span> ""denetleme, disiplin altına alma"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2B%C4%AB"">+ī</a> ekiyle türetilmiştir.</p>";
torik;"<p> <b>Yeni Yunanca</b> <i>taríχion</i> ταρίχιον <span style=""visibility:hidden;font-size:0px"">z</span> ""orkinosun küçüğü"" sözcüğünden alıntıdır. Yunanca sözcük <b>Eski Yunanca</b> <i>tarîχos</i> ταρῖχος <span style=""visibility:hidden;font-size:0px"">z</span> ""orkinos, özellikle tuzlanmış olarak"" sözcüğünden evrilmiştir. </p>";
datif;"<p> <b>Almanca </b> <i>Dativ</i> ""ismin e hali, verme hali"" sözcüğünden alıntıdır. Almanca sözcük <b>Latince</b> aynı anlama gelen <i>dativus</i> sözcüğünden alıntıdır. Bu sözcük <b>Latince</b> <i>dare</i> ""vermek"" fiilinden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2B%28%29tiv%C2%B0"">+()tiv°</a> ekiyle türetilmiştir.</p>";
vasıf;"<p> <b>Arapça</b> <i>wṣf</i> kökünden gelen <i>waṣf</i> وَصْف <span style=""visibility:hidden;font-size:0px"">z</span> ""niteleme, nitelik"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>waṣafa</i> وَصَفَ <span style=""visibility:hidden;font-size:0px"">z</span> ""niteledi"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fa%CB%81l"">faˁl</a> vezninde masdarıdır. </p>";
zeber;"<p> <b>Farsça</b> <i>zabar</i> زبر <span style=""visibility:hidden;font-size:0px"">z</span> ""yukarı, üstten"" sözcüğünden alıntıdır. Farsça sözcük <b>Farsça</b> <i>az bar</i> أز بر <span style=""visibility:hidden;font-size:0px"">z</span> ""üstten"" sözcüğünden evrilmiştir. </p>";
görenek;"<p> <b>Türkiye Türkçesi</b> <i>gör-</i> fiilinden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2BAnAk"">+AnAk</a> ekiyle türetilmiştir.</p>";
tel;"<p> <b>Ermenice</b> <i>tel</i> թել <span style=""visibility:hidden;font-size:0px"">z</span> ""iplik, sırma teli"" sözcüğünden alıntı olabilir; ancak bu kesin değildir. </p>";
şarm;"<p> <b>Fransızca </b> <i>charme</i> ""1. büyü amacıyla söylenen makamlı dua, büyü, sihir, 2. baştan çıkarma yeteneği, cazibe"" sözcüğünden alıntıdır. Fransızca sözcük <b>Latince</b> <i>carmen, carmin-</i> ""şarkı, büyü"" sözcüğünden evrilmiştir. </p>";
keser;"<p> <b>Türkiye Türkçesi</b> <i>kes-</i> fiilinden Türkiye Türkçesinde <a class=""presufgram"" href=""?s=structures&amp;ttype=t&amp;ww=%2B%28%29r"">+()r</a> ekiyle türetilmiştir.</p>";
tok;"<p> ""sert ve pes darbe sesi"" <b>Ses yansımalı sözcüktür.</b> </p>";
gönder|mek;"<p> <b>Eski Türkçe</b> <i>könger-</i> ""düzeltmek, yöneltmek"" fiilinden evrilmiştir. Eski Türkçe fiil <b>Eski Türkçe</b> <i>köni</i> ""düz"" sözcüğünden Eski Türkçe <a class=""presufgram"" href=""?s=structures&amp;ttype=e&amp;ww=%2B%28g%29Ar-"">+(g)Ar-</a> ekiyle türetilmiştir.</p>";
demotik;"<p> <b>Fransızca </b> <i>démotique</i> ""avam tabakasına ait, avam dili"" sözcüğünden alıntıdır. Fransızca sözcük <b>Eski Yunanca</b> aynı anlama gelen <i>dēmotikós</i> δημοτικός <span style=""visibility:hidden;font-size:0px"">z</span> sözcüğünden alıntıdır. Bu sözcük <b>Eski Yunanca</b> <i>dêmos</i> δῆμος <span style=""visibility:hidden;font-size:0px"">z</span> ""halk, avam"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bik%C2%B0"">+ik°</a> ekiyle türetilmiştir.</p>";
hipotez;"<p> <b>Fransızca </b> <i>hypothèse</i> ""varsayım"" sözcüğünden alıntıdır. Fransızca sözcük <b>Eski Yunanca</b> <i>ʰypothésis</i> ὑποθέσις <span style=""visibility:hidden;font-size:0px"">z</span> ""«alta koyma», temel, zemin, argümanın hareket noktası, varsayım"" sözcüğünden alıntıdır. Bu sözcük <b>Eski Yunanca</b> <i>ʰypó</i> ὑπό <span style=""visibility:hidden;font-size:0px"">z</span> ""alt"" ve <b>Eski Yunanca</b> <i>títhēmi, the-</i> τίθημι, θε- <span style=""visibility:hidden;font-size:0px"">z</span> ""koymak"" sözcüklerinin bileşiğidir. </p>";
albız;"<p> <b>Arapça</b> <i>iblīs</i> إبليس <span style=""visibility:hidden;font-size:0px"">z</span> ""şeytan"" sözcüğünden alıntıdır. </p>";
veda;"<p> <b>Arapça</b> <i>wdˁ</i> kökünden gelen <i>widāˁ </i>veya<i> wadāˁ</i> وَِدَاع <span style=""visibility:hidden;font-size:0px"">z</span> ""(birbirinden) ayrılma, vedalaşma"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>wadaˁa</i> وَدَعَ <span style=""visibility:hidden;font-size:0px"">z</span> ""bıraktı, ısmarladı, emanet etti"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fi%CB%81%C4%81l"">fiˁāl</a> vezninde masdarıdır. </p>";
dide;"<p> <b>Farsça</b> <i>dīda</i> ديده <span style=""visibility:hidden;font-size:0px"">z</span> ""1. görülen, görülmüş, 2. gören, görmüş, 3. göz"" sözcüğünden alıntıdır. Farsça sözcük <b>Farsça</b> <i>dīdan, bīn-</i> ديدن, بين <span style=""visibility:hidden;font-size:0px"">z</span> ""görmek"" fiilinin geçmiş zaman fiil-sıfatııdır. Bu sözcük <b>Orta Farsça</b> aynı anlama gelen <i>dītan, vēn-</i> fiilinden evrilmiştir. Orta Farsça fiil <b>Eski Farsça </b> <i>didiy</i> ""gördü"" fiili ile eş kökenlidir. Eski Farsça fiil <b>Avesta (Zend) dilinde</b> <i>dāi-, didaiti</i> ""bakmak, görmek, düşünmek"" fiili ile eş kökenlidir. Avestaca fiil <b>Hintavrupa Anadilinde</b> yazılı örneği bulunmayan <i>*dhyā-</i> biçiminden evrilmiştir. Bu biçim <b>Hintavrupa Anadilinde</b> yazılı örneği bulunmayan <i>*dheiə-</i> ""görmek, bakmak"" kökünden türetilmiştir. </p>";
kuron;"<p> <b>Fransızca </b> <i>couronne</i> ""taç"" sözcüğünden alıntıdır. Fransızca sözcük <b>Latince</b> aynı anlama gelen <i>corona</i> sözcüğünden evrilmiştir. Bu sözcük <b>Eski Yunanca</b> aynı anlama gelen <i>korōnís</i> κορωνίς <span style=""visibility:hidden;font-size:0px"">z</span> sözcüğünden alıntıdır. Yunanca sözcük <b>Hintavrupa Anadilinde</b> yazılı örneği bulunmayan <i>*kor-ōno-</i> ""halka, çember"" biçiminden evrilmiştir. Bu biçim <b>Hintavrupa Anadilinde</b> yazılı örneği bulunmayan <i>*(s)ker-<sup>3</sup></i> ""kıvırmak, halka yapmak"" kökünden türetilmiştir. </p>";
kiram;"<p> <b>Arapça</b> <i>krm</i> kökünden gelen <i>kirām</i> كِرام <span style=""visibility:hidden;font-size:0px"">z</span> ""büyükler"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>karīm</i> كريم <span style=""visibility:hidden;font-size:0px"">z</span> ""büyük"" sözcüğünün <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=fi%CB%81%C4%81l"">fiˁāl</a> vezninde çoğuludur. </p>";
tezene;"<p> <b>Farsça</b> <i>tāziyāna</i> تازيانه <span style=""visibility:hidden;font-size:0px"">z</span> ""kırbaç, koşturgaç"" sözcüğünden alıntıdır. Farsça sözcük <b>Farsça</b> <i>taχtan, tāz-</i> ""koşmak"" sözcüğünden türetilmiştir. </p>";
atom;"<p> <b>Fransızca </b> <i>atome</i> veya <b>İngilizce </b> <i>atom</i> ""maddenin daha küçük parçalara bölünemeyen zerresi"" sözcüğünden alıntıdır. Bu sözcük <b>Eski Yunanca</b> <i>átomon</i> άτομον <span style=""visibility:hidden;font-size:0px"">z</span> ""bölünemeyen şey"" sözcüğünden alıntıdır. Yunanca sözcük <b>Eski Yunanca</b> <i>témnō, tom-</i> τέμνω, τομ- <span style=""visibility:hidden;font-size:0px"">z</span> ""kesmek, bölmek"" fiilinin nötrüdür. </p>";
guatr;"<p> <b>Fransızca </b> <i>goitre</i> ""gırtlak (esk.), gırtlakta tiroid bezi büyümesi"" sözcüğünden alıntıdır. Fransızca sözcük <b>Latince</b> <i>guttur</i> ""gırtlak"" sözcüğünden evrilmiştir. </p>";
veteriner;"<p> <b>Fransızca </b> <i>vétérinaire</i> ""hayvan tabibi, veteriner"" sözcüğünden alıntıdır. Fransızca sözcük <b>Latince</b> aynı anlama gelen <i>veterinarius</i> sözcüğünden alıntıdır. Bu sözcük <b>Latince</b> <i>veterinus</i> ""(ordu dilinde) at"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bari%C2%B0"">+ari°</a> ekiyle türetilmiştir. Latince sözcük <b>Latince</b> <i>vetus, veter-</i> ""yaş, yaşlı"" sözcüğünden <a class=""presufgram"" href=""?s=structures&amp;ttype=for&amp;ww=%2Bin%C2%B0"">+in°</a> ekiyle türetilmiştir.</p>";
tiz;"<p> <b>Farsça ve Orta Farsça</b> <i>tīz </i>veya<i> tēz</i> تيز <span style=""visibility:hidden;font-size:0px"">z</span> ""1. keskin, sivri, 2. çabuk, hızlı"" sözcüğünden alıntıdır. Farsça sözcük <b>Avesta (Zend) dilinde</b> aynı anlama gelen <i>taeça- </i>veya<i> taeja-</i> sözcüğü ile eş kökenlidir. Bu sözcük <b>Sanskritçe</b> <i>tic-, tigma</i> तिज्, तिग्म <span style=""visibility:hidden;font-size:0px"">z</span> ""keskin veya sivri olmak; sivri"" sözcüğü ile eş kökenlidir. Sanskritçe sözcük <b>Hintavrupa Anadilinde</b> aynı anlama gelen yazılı örneği bulunmayan <i>*(s)teig-</i> biçiminden evrilmiştir. </p>";
süfla;"<p><i>Süflî</i> ve <i>esfel</i> sıfatının dişi halidir. Anadolu'da sayısız yer adında ""aşağı"" anlamında kullanılır. <i>ˁulyā</i> ""yüksek, yukarı"" zıddıdır.</p>";
tesmiye;"<p> <b>Arapça</b> <i>smy</i> kökünden gelen <i>tasmiya(t)</i> تسمية <span style=""visibility:hidden;font-size:0px"">z</span> ""adlandırma, ad verme"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ism</i> إسم <span style=""visibility:hidden;font-size:0px"">z</span> ""ad"" sözcüğünün <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=taf%CB%81%C4%ABla%28t%29"">tafˁīla(t)</a> vezninde (II) masdarıdır. </p>";
gaita;"<p> <b>Arapça</b> <i>ġwṭ</i> kökünden gelen <i>ġāˀiṭ</i> غائط <span style=""visibility:hidden;font-size:0px"">z</span> ""1. yerde bulunan çukur, göden, hela çukuru, 2. tuvalette yapılan şey, dışkı"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>ġāṭa</i> غاط <span style=""visibility:hidden;font-size:0px"">z</span> ""battı, çukura girdi"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=f%C4%81%CB%81ila%28t%29"">fāˁila(t)</a> vezninde etken fiil sıfatı dişilidir. </p>";
aşı;"<p> <b>Eski Türkçe</b> <i>aşu</i> ""kızıl toprak boya, rubrica"" sözcüğünden evrilmiştir. </p>";
icmal;"<p> <b>Arapça</b> <i>cml</i> kökünden gelen <i>icmāl</i> إجمال <span style=""visibility:hidden;font-size:0px"">z</span> ""bütünleme, tamamlama"" sözcüğünden alıntıdır. Arapça sözcük <b>Arapça</b> <i>camula</i> جَمُلَ <span style=""visibility:hidden;font-size:0px"">z</span> ""tam ve eksiksiz idi"" fiilinin <a class=""presufgram"" href=""?s=structures&amp;ttype=v&amp;ww=if%CB%81%C4%81l"">ifˁāl</a> vezninde (IV) masdarıdır. </p>";
